DATE;YEAR;Train;ID;URL;PLAIN_ML;PLAIN_WO;DEFEN_ML;RQ_JOINT;PCI+;PCI-;RQ_FH_AT;RQ_FH_SP;PVF+;PVF-;RQ_MP_AT;RQ_MP_SP;PPA+;PPA-;CD_JOINT;CD_JO_CF;WIN_SL;WINWIN;DCI+;DCI=;DCI-;CD_FH_AT;CD_FH_SP;DVF+;DVF-;CD_MP_AT;CD_MP_SP;DPA+;DPA-;LP_BI_SL_b;LP_BI_JN_b;LP_BI_SL;LP_BI_JN;LP_BI_b;LP_BI;LP_PE_SL_b;LP_PE_JN_b;LP_PE_SL;LP_PE_JN;LP_PE_b;LP_PE;LP_RA_SL_b;LP_RA_JN_b;LP_RA_SL;LP_RA_JN;LP_RA_b;LP_RA;LP_RJ_SL_b;LP_RJ_JN_b;LP_RJ_SL;LP_RJ_JN;LP_RJ_b;LP_RJ;FT_RP_SL_b;FT_RP_JN_b;FT_RP_SL;FT_RP_JN;FT_RP_b;FT_RP;FT_CW_SL_b;FT_CW_JN_b;FT_CW_SL;FT_CW_JN;FT_CW_b;FT_CW;FT_CC_SL_b;FT_CC_JN_b;FT_CC_SL;FT_CC_JN;FT_CC_b;FT_CC;FT_CR_SL_b;FT_CR_JN_b;FT_CR_SL;FT_CR_JN;FT_CR_b;FT_CR;FT_RA_SL_b;FT_RA_JN_b;FT_RA_SL;FT_RA_JN;FT_RA_b;FT_RA;FT_RD_SL_b;FT_RD_JN_b;FT_RD_SL;FT_RD_JN;FT_RD_b;FT_RD;FT_PD_SL_b;FT_PD_JN_b;FT_PD_SL;FT_PD_JN;FT_PD_b;FT_PD;FT_AG_SL_b;FT_AG_JN_b;FT_AG_SL;FT_AG_JN;FT_AG_b;FT_AG;LN_JNPREF_b;LN_JNPREF;FT_SL_IN_b;FT_JN_IN_b;FT_SL_IN;FT_JN_IN;JUDGE_ML;
43738;2019;0;APB_2019_11523;http://labje.unizar.es/sentencias/APB_2019_11523.pdf;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;-1;-3;1;0;1;0;-1;-1;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;4;0;7;0;0;
43727;2019;0;APB_2019_11525;http://labje.unizar.es/sentencias/APB_2019_11525.pdf;1;0;0;1;0;1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;1;0;1;0;1;1;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;4;1;4;1;1;4;1;-1;-3;1;1;1;1;0;0;0;0;0;0;0;0;0;0;2;4;5;7;1;
43725;2019;0;APB_2019_11530;http://labje.unizar.es/sentencias/APB_2019_11530.pdf;0;1;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;1;3;0;0;0;0;0;0;1;1;2;2;0;0;1;1;2;1;-1;-1;1;1;4;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;8;11;0;
43739;2019;0;APB_2019_11532;http://labje.unizar.es/sentencias/APB_2019_11532.pdf;1;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;-1;-2;1;0;2;0;-1;-2;0;0;0;0;0;0;1;1;3;6;1;3;0;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;7;8;1;
43747;2019;0;APB_2019_11780;http://labje.unizar.es/sentencias/APB_2019_11780.pdf;0;1;1;0;2;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;2;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;1;-1;-2;0;1;0;1;1;1;1;1;2;9;1;7;0;1;0;3;1;3;0;0;0;0;0;0;0;1;0;2;1;2;0;0;2;5;5;16;1;
43740;2019;0;APB_2019_11781;http://labje.unizar.es/sentencias/APB_2019_11781.pdf;1;0;0;0;2;0;0;0;0;0;1;0;2;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;1;0;3;1;3;0;1;0;1;1;1;1;1;1;3;1;2;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;2;8;1;
43677;2019;0;APB_2019_11868;http://labje.unizar.es/sentencias/APB_2019_11868.pdf;1;0;0;1;0;4;0;0;0;0;0;1;0;2;1;1;0;1;0;0;3;0;0;0;0;1;1;2;1;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;1;3;0;1;0;3;1;3;1;1;1;5;1;4;1;1;3;10;1;7;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;3;4;5;21;1;
43738;2019;0;APB_2019_11874;http://labje.unizar.es/sentencias/APB_2019_11874.pdf;0;1;1;0;2;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;2;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;1;4;0;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;6;0;
43748;2019;0;APB_2019_11882;http://labje.unizar.es/sentencias/APB_2019_11882.pdf;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;0;1;0;3;1;3;0;1;0;1;1;1;1;1;2;2;0;0;0;1;0;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;2;11;0;
43742;2019;0;APB_2019_11937;http://labje.unizar.es/sentencias/APB_2019_11937.pdf;0;1;1;0;3;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;1;4;0;0;0;0;0;0;0;1;0;5;1;5;0;1;0;4;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;13;0;
43746;2019;0;APB_2019_12026;http://labje.unizar.es/sentencias/APB_2019_12026.pdf;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;0;0;0;0;0;0;0;1;0;6;1;6;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;1;2;1;8;0;
43748;2019;0;APB_2019_12027;http://labje.unizar.es/sentencias/APB_2019_12027.pdf;0;1;1;1;0;2;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;0;0;0;0;1;0;1;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;-1;-2;1;0;2;0;-1;-2;0;1;0;2;1;2;1;0;10;0;-1;-10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;14;2;1;
43754;2019;0;APB_2019_12047;http://labje.unizar.es/sentencias/APB_2019_12047.pdf;1;0;0;1;0;2;0;0;0;0;0;1;0;2;0;0;0;0;3;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;0;-1;-7;1;0;8;0;-1;-8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;15;0;1;
43738;2019;0;APB_2019_12061;http://labje.unizar.es/sentencias/APB_2019_12061.pdf;0;1;1;0;2;0;0;0;0;0;1;0;4;0;1;0;0;0;0;0;2;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;1;0;-1;-1;1;1;2;3;1;1;1;1;6;6;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;4;5;10;12;0;
43677;2019;0;APB_2019_12062;http://labje.unizar.es/sentencias/APB_2019_12062.pdf;1;0;0;1;0;2;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;1;1;1;1;1;1;2;1;1;0;1;0;2;1;2;0;1;0;6;1;6;1;0;3;0;-1;-3;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;3;5;5;12;0;
43748;2019;0;APB_2019_12068;http://labje.unizar.es/sentencias/APB_2019_12068.pdf;1;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;1;0;0;1;1;1;2;1;1;1;1;10;6;-1;-4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;12;10;1;
43754;2019;0;APB_2019_12073;http://labje.unizar.es/sentencias/APB_2019_12073.pdf;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;1;1;3;2;-1;-1;1;0;5;0;-1;-5;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;4;1;11;2;1;
43749;2019;0;APB_2019_12074;http://labje.unizar.es/sentencias/APB_2019_12074.pdf;1;0;0;1;0;2;0;0;0;0;0;1;0;2;1;1;0;1;0;0;2;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;0;1;0;1;1;1;0;1;0;6;1;6;1;1;5;7;1;2;0;1;0;2;1;2;0;0;0;0;0;0;0;0;1;5;5;18;0;
43749;2019;0;APB_2019_12078;http://labje.unizar.es/sentencias/APB_2019_12078.pdf;1;0;0;1;0;2;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;0;-1;-6;1;0;4;0;-1;-4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;10;0;0;
43735;2019;0;APB_2019_12152;http://labje.unizar.es/sentencias/APB_2019_12152.pdf;0;1;1;0;1;0;0;0;0;0;1;0;1;0;0;1;1;1;2;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;1;0;2;1;2;1;1;5;3;-1;-2;1;1;7;2;-1;-5;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;4;3;15;7;0;
43754;2019;0;APB_2019_12532;http://labje.unizar.es/sentencias/APB_2019_12532.pdf;0;1;1;0;2;0;0;0;0;0;1;0;2;0;0;1;1;1;2;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;12;0;-1;-12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;12;0;1;
43752;2019;0;APB_2019_12668;http://labje.unizar.es/sentencias/APB_2019_12668.pdf;0;1;1;0;1;0;0;0;0;0;1;0;2;0;0;1;1;1;4;0;0;0;0;0;0;1;0;1;0;1;0;2;0;-1;-2;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;-1;-2;1;0;1;0;-1;-1;1;0;3;0;-1;-3;0;1;0;5;1;5;1;1;5;3;-1;-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;11;8;0;
43768;2019;0;APB_2019_12670;http://labje.unizar.es/sentencias/APB_2019_12670.pdf;1;0;0;1;0;2;0;0;0;0;0;1;0;2;1;1;0;1;0;0;2;0;0;0;0;1;1;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;5;1;4;1;1;2;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;9;1;
43760;2019;0;APB_2019_12828;http://labje.unizar.es/sentencias/APB_2019_12828.pdf;0;1;1;0;2;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;2;0;0;0;0;1;0;1;0;0;1;0;5;1;5;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;1;0;0;1;1;1;2;1;1;1;1;6;1;-1;-5;1;1;6;3;-1;-3;1;1;1;1;0;0;0;0;0;0;0;0;0;0;5;6;15;9;0;
43762;2019;0;APB_2019_12835;http://labje.unizar.es/sentencias/APB_2019_12835.pdf;0;1;1;1;0;2;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;-1;-2;1;1;4;1;-1;-3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;6;1;0;
43754;2019;0;APB_2019_12847;http://labje.unizar.es/sentencias/APB_2019_12847.pdf;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;1;3;0;1;0;2;1;2;1;1;1;5;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;10;1;
43761;2019;0;APB_2019_12848;http://labje.unizar.es/sentencias/APB_2019_12848.pdf;0;1;1;0;2;0;0;0;0;0;1;0;4;0;1;0;0;0;0;0;4;0;0;0;0;1;1;1;1;0;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;1;-1;-3;0;1;0;2;1;2;1;1;2;1;-1;-1;1;1;1;4;1;3;1;1;5;2;-1;-3;0;0;0;0;0;0;0;1;0;2;1;2;0;0;4;6;12;12;0;
43761;2019;0;APB_2019_12872;http://labje.unizar.es/sentencias/APB_2019_12872.pdf;0;1;1;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;2;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;-1;-2;0;0;0;0;0;0;1;1;1;2;1;1;1;1;5;2;-1;-3;1;1;5;6;1;1;1;1;4;10;1;6;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;6;4;18;20;1;
43756;2019;0;APB_2019_12875;http://labje.unizar.es/sentencias/APB_2019_12875.pdf;0;1;1;0;2;0;1;0;1;0;1;0;2;0;1;0;0;0;0;0;2;0;1;0;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;3;1;3;1;1;2;12;1;10;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;2;4;3;18;0;
43766;2019;0;APB_2019_12989;http://labje.unizar.es/sentencias/APB_2019_12989.pdf;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;3;0;-1;-3;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;-1;-4;1;1;2;1;-1;-1;1;1;2;3;1;1;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;9;4;0;
43776;2019;0;APB_2019_13045;http://labje.unizar.es/sentencias/APB_2019_13045.pdf;0;1;1;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;1;1;1;1;1;2;4;1;2;1;1;3;2;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;5;8;1;
43755;2019;0;APB_2019_13051;http://labje.unizar.es/sentencias/APB_2019_13051.pdf;0;1;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;2;1;2;0;1;0;2;1;2;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;4;0;6;0;
43773;2019;0;APB_2019_13055;http://labje.unizar.es/sentencias/APB_2019_13055.pdf;1;0;0;1;0;2;1;0;1;0;0;1;0;2;1;1;0;1;0;0;2;1;1;1;1;1;0;2;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;11;1;11;1;1;1;7;1;6;0;1;0;1;1;1;0;0;0;0;0;0;0;0;1;4;1;20;1;
43769;2019;0;APB_2019_13056;http://labje.unizar.es/sentencias/APB_2019_13056.pdf;0;1;1;0;2;0;1;0;2;0;1;0;1;0;1;0;0;0;0;0;2;0;1;0;2;1;0;1;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;8;5;-1;-3;0;1;0;1;1;1;0;0;0;0;0;0;0;0;2;3;10;8;0;
43774;2019;0;APB_2019_13066;http://labje.unizar.es/sentencias/APB_2019_13066.pdf;1;0;0;0;2;0;0;0;0;0;1;0;1;0;0;1;0;0;0;3;0;0;0;0;0;1;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;5;1;4;1;1;3;3;0;0;0;1;0;3;1;3;0;0;0;0;0;0;0;0;2;3;4;11;0;
43774;2019;0;APB_2019_13069;http://labje.unizar.es/sentencias/APB_2019_13069.pdf;1;0;0;1;0;4;0;1;0;2;0;0;0;0;0;0;0;0;2;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0;-1;-5;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;3;0;8;0;0;
43775;2019;0;APB_2019_13074;http://labje.unizar.es/sentencias/APB_2019_13074.pdf;1;0;0;1;0;2;0;0;0;0;0;1;0;2;0;0;0;0;2;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;1;0;1;0;-1;-1;1;1;7;2;-1;-5;1;1;5;3;-1;-2;1;0;2;0;-1;-2;1;0;2;0;-1;-2;0;0;6;2;18;5;0;
43777;2019;0;APB_2019_13083;http://labje.unizar.es/sentencias/APB_2019_13083.pdf;0;1;1;1;0;3;0;1;0;1;0;1;0;1;1;1;0;1;0;0;2;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;1;1;1;0;1;0;8;1;8;1;1;2;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;2;13;1;
43777;2019;0;APB_2019_13085;http://labje.unizar.es/sentencias/APB_2019_13085.pdf;1;0;0;1;0;2;0;0;0;0;0;1;0;4;0;0;0;0;2;0;0;0;0;0;0;1;0;2;0;1;0;1;0;-1;-1;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;1;0;1;0;-1;-1;1;1;3;1;-1;-2;0;0;0;0;0;0;1;1;4;2;-1;-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;9;3;0;
43768;2019;0;APB_2019_13088;http://labje.unizar.es/sentencias/APB_2019_13088.pdf;1;0;0;1;0;2;0;0;0;0;0;1;0;1;1;1;0;1;0;0;4;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;0;0;0;0;0;0;0;1;0;1;1;1;1;1;3;7;1;4;0;0;0;0;0;0;1;0;3;0;-1;-3;0;0;2;3;6;10;0;
43773;2019;0;APB_2019_13089;http://labje.unizar.es/sentencias/APB_2019_13089.pdf;1;0;0;1;0;2;0;0;0;0;0;1;0;2;0;0;0;0;3;0;0;0;0;0;0;1;1;1;1;1;0;1;0;-1;-1;0;0;0;0;0;0;1;1;1;2;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;-1;-3;1;1;3;8;1;5;0;0;0;0;0;0;1;0;2;0;-1;-2;0;0;3;1;8;8;0;
43787;2019;0;APB_2019_13653;http://labje.unizar.es/sentencias/APB_2019_13653.pdf;1;0;0;0;3;0;0;0;0;0;0;1;0;1;0;1;0;0;0;3;0;0;0;0;0;1;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;3;1;3;0;1;0;4;1;4;1;1;1;5;1;4;1;1;5;2;-1;-3;0;1;0;2;1;2;0;0;0;0;0;0;0;0;2;6;6;17;0;
43783;2019;0;APB_2019_13659;http://labje.unizar.es/sentencias/APB_2019_13659.pdf;0;1;1;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;-1;-3;1;0;2;0;-1;-2;1;0;4;0;-1;-4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;9;0;1;
43783;2019;0;APB_2019_13664;http://labje.unizar.es/sentencias/APB_2019_13664.pdf;1;0;0;1;0;2;0;0;0;0;0;1;0;1;1;1;0;1;0;0;1;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;6;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;7;0;
43783;2019;0;APB_2019_13667;http://labje.unizar.es/sentencias/APB_2019_13667.pdf;0;1;1;0;3;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;0;0;0;0;0;0;1;1;1;5;1;4;1;1;6;4;-1;-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;7;11;1;
43790;2019;0;APB_2019_13833;http://labje.unizar.es/sentencias/APB_2019_13833.pdf;0;1;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;2;1;2;1;1;2;6;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2;9;0;
43791;2019;0;APB_2019_13835;http://labje.unizar.es/sentencias/APB_2019_13835.pdf;1;0;0;1;0;2;0;0;0;0;0;1;0;4;0;0;0;0;4;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;-1;-2;1;0;2;0;-1;-2;0;0;0;0;0;0;1;0;4;0;-1;-4;0;0;0;0;0;0;1;1;2;1;-1;-1;1;1;3;1;-1;-2;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;5;2;12;2;1;
43789;2019;0;APB_2019_13851;http://labje.unizar.es/sentencias/APB_2019_13851.pdf;1;0;0;1;0;2;0;0;0;0;0;1;0;2;1;1;0;1;0;0;2;0;0;0;0;0;1;0;2;0;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;3;1;-1;-2;0;1;0;4;1;4;1;1;2;3;1;1;1;1;5;2;-1;-3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;11;11;0;
