DATE;YEAR;Train;ID;URL;PLAIN_ML;PLAIN_WO;DEFEN_ML;RQ_JOINT;PCI+;PCI-;RQ_FH_AT;RQ_FH_SP;PVF+;PVF-;RQ_MP_AT;RQ_MP_SP;PPA+;PPA-;CD_JOINT;CD_JO_CF;WIN_SL;WINWIN;DCI+;DCI=;DCI-;CD_FH_AT;CD_FH_SP;DVF+;DVF-;CD_MP_AT;CD_MP_SP;DPA+;DPA-;LP_BI_SL_b;LP_BI_JN_b;LP_BI_SL;LP_BI_JN;LP_BI_b;LP_BI;LP_PE_SL_b;LP_PE_JN_b;LP_PE_SL;LP_PE_JN;LP_PE_b;LP_PE;LP_RA_SL_b;LP_RA_JN_b;LP_RA_SL;LP_RA_JN;LP_RA_b;LP_RA;LP_RJ_SL_b;LP_RJ_JN_b;LP_RJ_SL;LP_RJ_JN;LP_RJ_b;LP_RJ;FT_RP_SL_b;FT_RP_JN_b;FT_RP_SL;FT_RP_JN;FT_RP_b;FT_RP;FT_CW_SL_b;FT_CW_JN_b;FT_CW_SL;FT_CW_JN;FT_CW_b;FT_CW;FT_CC_SL_b;FT_CC_JN_b;FT_CC_SL;FT_CC_JN;FT_CC_b;FT_CC;FT_CR_SL_b;FT_CR_JN_b;FT_CR_SL;FT_CR_JN;FT_CR_b;FT_CR;FT_RA_SL_b;FT_RA_JN_b;FT_RA_SL;FT_RA_JN;FT_RA_b;FT_RA;FT_RD_SL_b;FT_RD_JN_b;FT_RD_SL;FT_RD_JN;FT_RD_b;FT_RD;FT_PD_SL_b;FT_PD_JN_b;FT_PD_SL;FT_PD_JN;FT_PD_b;FT_PD;FT_AG_SL_b;FT_AG_JN_b;FT_AG_SL;FT_AG_JN;FT_AG_b;FT_AG;LN_JNPREF_b;LN_JNPREF;FT_SL_IN_b;FT_JN_IN_b;FT_SL_IN;FT_JN_IN;JUDGE_ML;
43362;2018;1;APA_2018_3010;http://labje.unizar.es/sentencias/APA_2018_3010.pdf;1;0;0;1;0;2;0;0;0;0;0;1;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;1;1;3;2;-1;-1;1;1;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;5;4;1;
43621;2019;0;APA_2019_1490;http://labje.unizar.es/sentencias/APA_2019_1490.pdf;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;1;3;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;1;
43607;2019;0;APA_2019_1497;http://labje.unizar.es/sentencias/APA_2019_1497.pdf;1;0;0;1;0;2;0;1;0;1;0;1;0;3;0;0;0;0;2;0;0;1;0;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;1;1;1;2;1;1;0;0;0;0;0;0;1;1;2;1;-1;-1;1;1;4;3;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;8;6;1;
43600;2019;0;APA_2019_1500;http://labje.unizar.es/sentencias/APA_2019_1500.pdf;1;0;0;1;0;2;0;0;0;0;0;1;0;2;0;0;0;0;4;0;0;0;0;0;0;1;0;2;0;1;0;3;0;-1;-3;0;0;0;0;0;0;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;3;2;0;
43818;2019;0;APA_2019_15542;http://labje.unizar.es/sentencias/APA_2019_15542.pdf;1;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;0;1;
43628;2019;0;APA_2019_2288;http://labje.unizar.es/sentencias/APA_2019_2288.pdf;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;-1;-3;0;0;0;0;0;0;1;0;2;0;-1;-2;1;1;2;2;0;0;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;9;2;0;
43628;2019;0;APA_2019_2289;http://labje.unizar.es/sentencias/APA_2019_2289.pdf;1;0;0;0;2;0;0;0;0;0;0;1;0;1;0;1;0;0;0;2;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;0;0;0;0;0;0;0;1;0;1;1;1;1;0;2;0;-1;-2;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;2;2;3;3;1;
43649;2019;0;APA_2019_2387;http://labje.unizar.es/sentencias/APA_2019_2387.pdf;0;1;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;1;1;2;3;1;1;1;0;5;0;-1;-5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;8;3;1;
43635;2019;0;APA_2019_2390;http://labje.unizar.es/sentencias/APA_2019_2390.pdf;1;0;0;1;0;2;1;1;1;1;0;1;0;1;0;0;0;0;2;0;0;1;1;1;1;0;1;0;2;1;0;2;0;-1;-2;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;1;0;1;0;-1;-1;1;1;2;1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;4;1;0;
43649;2019;0;APA_2019_2441;http://labje.unizar.es/sentencias/APA_2019_2441.pdf;1;0;0;1;0;2;0;0;0;0;0;1;0;2;1;1;0;1;0;0;2;0;0;0;0;1;0;3;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;5;1;
43649;2019;0;APA_2019_2442;http://labje.unizar.es/sentencias/APA_2019_2442.pdf;1;0;0;1;0;2;0;0;0;0;0;1;0;2;0;0;0;0;3;0;0;0;0;0;0;1;0;2;0;1;0;2;0;-1;-2;0;0;0;0;0;0;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;1;0;1;1;1;1;0;3;0;-1;-3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;4;1;0;
43481;2019;1;APA_2019_2518;http://labje.unizar.es/sentencias/APA_2019_2518.pdf;1;0;0;1;0;2;0;0;0;0;0;1;0;1;1;1;0;1;0;0;2;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;2;1;2;0;0;0;0;0;0;1;1;2;4;1;2;0;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;2;9;0;
43754;2019;0;APA_2019_2643;http://labje.unizar.es/sentencias/APA_2019_2643.pdf;1;0;0;1;0;2;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;1;0;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;4;1;
43720;2019;0;APA_2019_2645;http://labje.unizar.es/sentencias/APA_2019_2645.pdf;1;0;0;1;0;2;0;0;0;0;0;1;0;2;0;0;0;0;2;0;0;0;0;0;0;1;0;2;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;1;0;1;0;-1;-1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;3;1;1;
43754;2019;0;APA_2019_2712;http://labje.unizar.es/sentencias/APA_2019_2712.pdf;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;1;3;0;1;0;1;1;1;1;1;1;4;1;3;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;5;1;10;1;
43796;2019;0;APA_2019_2996;http://labje.unizar.es/sentencias/APA_2019_2996.pdf;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;2;1;2;0;1;0;2;1;2;0;1;0;2;1;2;0;1;0;4;1;4;0;1;0;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;14;0;
43803;2019;0;APA_2019_3001;http://labje.unizar.es/sentencias/APA_2019_3001.pdf;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;-1;-2;0;0;0;0;0;0;1;0;2;0;-1;-2;0;0;0;0;0;0;0;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;4;2;0;
43803;2019;0;APA_2019_3064;http://labje.unizar.es/sentencias/APA_2019_3064.pdf;1;0;0;1;0;2;0;0;0;0;0;1;0;1;1;1;0;1;0;0;4;0;0;0;0;0;1;0;2;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;0;1;0;4;1;4;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;1;3;2;8;0;
43803;2019;0;APA_2019_3073;http://labje.unizar.es/sentencias/APA_2019_3073.pdf;0;1;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;0;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;4;1;
43810;2019;0;APA_2019_3083;http://labje.unizar.es/sentencias/APA_2019_3083.pdf;1;0;0;1;0;3;0;0;0;0;0;1;0;3;0;0;0;0;1;0;0;0;0;0;0;1;0;2;0;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;-1;-3;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;2;0;5;0;1;
43642;2019;0;APA_2019_3206;http://labje.unizar.es/sentencias/APA_2019_3206.pdf;0;1;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;1;-1;-2;0;0;0;0;0;0;0;1;0;2;1;2;0;1;0;4;1;4;0;1;0;14;1;14;0;1;0;10;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;3;31;1;
43643;2019;0;APA_2019_3207;http://labje.unizar.es/sentencias/APA_2019_3207.pdf;1;0;0;0;3;0;0;0;0;0;1;0;2;0;1;0;0;0;0;0;3;0;0;0;0;0;1;0;2;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;1;0;4;1;4;0;0;0;0;0;0;0;1;0;7;1;7;0;1;0;2;1;2;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;4;1;14;1;
43748;2019;0;APA_2019_3419;http://labje.unizar.es/sentencias/APA_2019_3419.pdf;0;1;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;1;0;7;1;7;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;2;3;2;9;1;
43803;2019;0;APA_2019_3422;http://labje.unizar.es/sentencias/APA_2019_3422.pdf;1;0;0;0;2;0;0;1;0;2;0;0;0;0;1;0;0;0;0;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2;3;1;
43789;2019;0;APA_2019_3426;http://labje.unizar.es/sentencias/APA_2019_3426.pdf;1;0;0;0;2;0;0;0;0;0;0;1;0;2;1;0;0;0;0;0;1;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;5;4;-1;-1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;1;3;5;6;1;
43726;2019;0;APA_2019_3436;http://labje.unizar.es/sentencias/APA_2019_3436.pdf;0;1;1;0;2;0;0;0;0;0;0;1;0;2;1;0;0;0;0;0;1;0;0;0;0;1;0;2;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;1;
43727;2019;0;APA_2019_3443;http://labje.unizar.es/sentencias/APA_2019_3443.pdf;0;1;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;0;0;0;0;0;0;0;1;0;2;1;2;0;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;6;1;
43748;2019;0;APA_2019_3448;http://labje.unizar.es/sentencias/APA_2019_3448.pdf;1;0;0;1;0;2;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;-1;-2;1;0;2;0;-1;-2;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;5;0;1;
43753;2019;0;APA_2019_3451;http://labje.unizar.es/sentencias/APA_2019_3451.pdf;0;1;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0;-1;-5;1;0;1;0;-1;-1;0;0;0;0;0;0;1;0;4;0;-1;-4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;10;0;1;
43756;2019;0;APA_2019_3452;http://labje.unizar.es/sentencias/APA_2019_3452.pdf;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;1;0;4;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;3;1;3;1;1;1;6;1;5;0;1;0;4;1;4;0;1;0;3;1;3;0;0;0;0;0;0;1;1;1;5;1;17;1;
43734;2019;0;APA_2019_3456;http://labje.unizar.es/sentencias/APA_2019_3456.pdf;1;0;0;0;2;0;1;0;1;0;0;1;0;3;1;0;0;0;0;0;2;0;1;0;1;1;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;1;1;1;0;1;0;1;1;1;0;1;0;1;1;1;1;0;1;0;-1;-1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;2;5;1;
43761;2019;0;APA_2019_3459;http://labje.unizar.es/sentencias/APA_2019_3459.pdf;1;0;0;1;0;2;0;0;0;0;0;1;0;2;0;0;0;0;2;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0;-1;-5;0;0;0;0;0;0;0;1;0;1;1;1;1;0;3;0;-1;-3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;8;1;1;
43726;2019;0;APA_2019_3462;http://labje.unizar.es/sentencias/APA_2019_3462.pdf;1;0;0;1;0;2;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;
43748;2019;0;APA_2019_3504;http://labje.unizar.es/sentencias/APA_2019_3504.pdf;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;1;1;3;1;-1;-2;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;5;1;0;
43748;2019;0;APA_2019_3506;http://labje.unizar.es/sentencias/APA_2019_3506.pdf;0;1;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;1;
43733;2019;0;APA_2019_3508;http://labje.unizar.es/sentencias/APA_2019_3508.pdf;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;1;0;1;0;-1;-1;0;0;0;0;0;0;0;1;0;1;1;1;0;0;2;1;2;1;0;
43726;2019;0;APA_2019_3515;http://labje.unizar.es/sentencias/APA_2019_3515.pdf;1;0;0;1;0;2;0;0;0;0;0;0;0;0;1;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;-1;-2;0;0;0;0;0;0;1;1;1;3;1;2;1;0;1;0;-1;-1;1;1;1;5;1;4;1;1;1;7;1;6;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;6;3;8;15;1;
43733;2019;0;APA_2019_3519;http://labje.unizar.es/sentencias/APA_2019_3519.pdf;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;1;1;2;1;-1;-1;1;0;2;0;-1;-2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;6;2;1;
43782;2019;0;APA_2019_3520;http://labje.unizar.es/sentencias/APA_2019_3520.pdf;0;1;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
43775;2019;0;APA_2019_4020;http://labje.unizar.es/sentencias/APA_2019_4020.pdf;1;0;0;1;0;2;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0;1;0;1;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;-1;-4;1;0;3;0;-1;-3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;7;0;1;
43726;2019;0;APA_2019_4026;http://labje.unizar.es/sentencias/APA_2019_4026.pdf;1;0;0;1;0;3;0;1;0;1;0;1;0;1;0;0;0;0;3;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;1;0;1;0;-1;-1;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;3;0;3;0;1;
43775;2019;0;APA_2019_4033;http://labje.unizar.es/sentencias/APA_2019_4033.pdf;1;0;0;1;0;2;0;0;0;0;0;1;0;1;1;1;0;1;0;0;2;0;0;0;0;1;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;4;1;4;1;1;3;2;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;5;8;0;
43754;2019;0;APA_2019_4051;http://labje.unizar.es/sentencias/APA_2019_4051.pdf;1;0;0;0;2;0;1;0;1;0;1;0;1;0;0;1;0;0;0;2;0;0;1;0;1;1;1;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;2;1;2;0;0;0;0;0;0;0;1;0;4;1;4;1;1;3;1;-1;-2;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;5;3;9;0;
42793;2017;1;APAB_2017_112;http://labje.unizar.es/sentencias/APAB_2017_112.pdf;0;1;1;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;6;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;2;1;2;0;1;0;3;1;3;0;1;0;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;10;1;
42797;2017;1;APAB_2017_120;http://labje.unizar.es/sentencias/APAB_2017_120.pdf;0;1;1;0;4;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;2;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;1;3;1;1;3;2;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;7;1;
42817;2017;1;APAB_2017_192;http://labje.unizar.es/sentencias/APAB_2017_192.pdf;1;0;0;0;3;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;2;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;1;
42825;2017;1;APAB_2017_235;http://labje.unizar.es/sentencias/APAB_2017_235.pdf;1;0;0;0;2;0;0;0;0;0;0;1;0;3;0;1;0;0;0;2;0;0;0;0;0;0;1;0;2;0;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;3;1;3;0;0;0;0;0;0;0;1;0;2;1;2;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;5;0;8;1;
42857;2017;1;APAB_2017_311;http://labje.unizar.es/sentencias/APAB_2017_311.pdf;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;1;0;7;0;-1;-7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;1;0;2;0;-1;-2;1;0;5;0;-1;-5;0;0;0;0;0;0;0;1;0;6;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;7;8;1;
