DATE;YEAR;Train;ID;URL;HQ;AUT_COMM;PLAIN_ML;PLAIN_WO;DEFEN_ML;RQ_JOINT;PCI+;PCI-;RQ_FH_AT;RQ_FH_SP;PVF+;PVF-;RQ_MP_AT;RQ_MP_SP;PPA+;PPA-;CD_JOINT;CD_JO_CF;WIN_SL;WINWIN;DCI+;DCI=;DCI-;CD_FH_AT;CD_FH_SP;DVF+;DVF-;CD_MP_AT;CD_MP_SP;DPA+;DPA-;LP_BI_SL_b;LP_BI_JN_b;LP_BI_SL;LP_BI_JN;LP_BI_b;LP_BI;LP_PE_SL_b;LP_PE_JN_b;LP_PE_SL;LP_PE_JN;LP_PE_b;LP_PE;LP_RA_SL_b;LP_RA_JN_b;LP_RA_SL;LP_RA_JN;LP_RA_b;LP_RA;LP_RJ_SL_b;LP_RJ_JN_b;LP_RJ_SL;LP_RJ_JN;LP_RJ_b;LP_RJ;FT_RP_SL_b;FT_RP_JN_b;FT_RP_SL;FT_RP_JN;FT_RP_b;FT_RP;FT_CW_SL_b;FT_CW_JN_b;FT_CW_SL;FT_CW_JN;FT_CW_b;FT_CW;FT_CC_SL_b;FT_CC_JN_b;FT_CC_SL;FT_CC_JN;FT_CC_b;FT_CC;FT_CR_SL_b;FT_CR_JN_b;FT_CR_SL;FT_CR_JN;FT_CR_b;FT_CR;FT_RA_SL_b;FT_RA_JN_b;FT_RA_SL;FT_RA_JN;FT_RA_b;FT_RA;FT_RD_SL_b;FT_RD_JN_b;FT_RD_SL;FT_RD_JN;FT_RD_b;FT_RD;FT_PD_SL_b;FT_PD_JN_b;FT_PD_SL;FT_PD_JN;FT_PD_b;FT_PD;FT_AG_SL_b;FT_AG_JN_b;FT_AG_SL;FT_AG_JN;FT_AG_b;FT_AG;LN_JNPREF_b;LN_JNPREF;FT_SL_IN_b;FT_JN_IN_b;FT_SL_IN;FT_JN_IN;JUDGE_ML;JUDGE_ID;Unnamed: 113
43662;2019;0;APM_2019_7156;http://labje.unizar.es/sentencias/APM_2019_7156.pdf;Madrid;Comunidad de Madrid;1;0;0;1;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;1;0;2;0;-1;-2;1;0;3;0;-1;-3;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;5;2;8;2;1;148;
43664;2019;0;APM_2019_7397;http://labje.unizar.es/sentencias/APM_2019_7397.pdf;Madrid;Comunidad de Madrid;0;1;1;0;2;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;5;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;0;0;0;1;0;1;1;1;1;1;2;4;1;2;0;1;0;3;1;3;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;3;4;5;10;1;159;
43662;2019;0;APM_2019_7458;http://labje.unizar.es/sentencias/APM_2019_7458.pdf;Madrid;Comunidad de Madrid;1;0;0;1;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;1;0;3;0;-1;-3;1;0;2;0;-1;-2;1;1;7;1;-1;-6;1;0;1;0;-1;-1;1;0;1;0;-1;-1;1;0;2;0;-1;-2;0;0;7;1;17;1;1;162;
43508;2019;1;APM_2019_830;http://labje.unizar.es/sentencias/APM_2019_830.pdf;Madrid;Comunidad de Madrid;1;0;0;1;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;4;0;-1;-4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;1;0;1;0;-1;-1;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;3;0;4;0;0;147;
43721;2019;0;APM_2019_8349;http://labje.unizar.es/sentencias/APM_2019_8349.pdf;Madrid;Comunidad de Madrid;0;1;1;0;2;0.0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;0;0;0;2;0;3;1;148;
43510;2019;1;APM_2019_835;http://labje.unizar.es/sentencias/APM_2019_835.pdf;Madrid;Comunidad de Madrid;1;0;0;1;0;2.0;0;0;0;0;0;1;0;2;0;0;0;0;2;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0;-1;-5;1;0;1;0;-1;-1;1;0;3;0;-1;-3;0;1;0;1;1;1;1;0;3;0;-1;-3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;12;1;0;152;
43511;2019;1;APM_2019_837;http://labje.unizar.es/sentencias/APM_2019_837.pdf;Madrid;Comunidad de Madrid;1;0;0;1;0;2.0;0;0;0;0;0;1;0;1;1;1;0;1;0;0;3;0;0;0;0;0;1;0;2;0;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;1;1;1;0;1;0;5;1;5;0;1;0;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;10;0;147;
43511;2019;1;APM_2019_839;http://labje.unizar.es/sentencias/APM_2019_839.pdf;Madrid;Comunidad de Madrid;0;1;1;0;2;0.0;1;0;1;0;1;0;2;0;0;1;0;0;0;1;0;0;1;0;1;0;1;0;1;0;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;0;1;0;3;1;3;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;5;1;5;1;0;1;0;-1;-1;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;2;4;3;11;1;153;
43726;2019;0;APM_2019_9118;http://labje.unizar.es/sentencias/APM_2019_9118.pdf;Madrid;Comunidad de Madrid;1;0;0;1;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;-1;-4;0;0;0;0;0;0;0;1;0;2;1;2;1;1;2;1;-1;-1;1;0;2;0;-1;-2;1;0;1;0;-1;-1;0;0;4;2;9;3;1;148;
43724;2019;0;APM_2019_9122;http://labje.unizar.es/sentencias/APM_2019_9122.pdf;Madrid;Comunidad de Madrid;1;0;0;1;0;2.0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;0;0;0;0;1;0;1;0;1;0;3;0;-1;-3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;-1;-2;0;0;0;0;0;0;1;0;7;0;-1;-7;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;3;0;10;0;0;161;
43728;2019;0;APM_2019_9136;http://labje.unizar.es/sentencias/APM_2019_9136.pdf;Madrid;Comunidad de Madrid;1;0;0;1;0;2.0;0;0;0;0;0;1;0;2;0;0;0;0;4;0;0;0;0;0;0;1;0;2;0;1;0;1;0;-1;-1;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;-1;-2;0;0;0;0;0;0;1;0;2;0;-1;-2;1;1;1;1;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;4;1;6;1;0;152;
43731;2019;0;APM_2019_9139;http://labje.unizar.es/sentencias/APM_2019_9139.pdf;Madrid;Comunidad de Madrid;1;0;0;1;0;2.0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;1;0;5;0;-1;-5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;3;0;7;0;0;161;
43731;2019;0;APM_2019_9141;http://labje.unizar.es/sentencias/APM_2019_9141.pdf;Madrid;Comunidad de Madrid;1;0;0;1;0;2.0;0;0;0;0;0;1;0;1;1;1;0;1;0;0;2;0;0;0;0;0;1;0;1;0;1;0;5;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;4;1;4;0;1;0;2;1;2;1;1;1;10;1;9;1;1;1;13;1;12;0;0;0;0;0;0;1;0;2;0;-1;-2;0;0;3;5;4;30;0;161;
43731;2019;0;APM_2019_9142;http://labje.unizar.es/sentencias/APM_2019_9142.pdf;Madrid;Comunidad de Madrid;1;0;0;0;3;0.0;0;0;0;0;1;0;1;0;0;1;1;1;2;0;0;0;0;0;0;1;0;1;0;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;0;160;
43731;2019;0;APM_2019_9143;http://labje.unizar.es/sentencias/APM_2019_9143.pdf;Madrid;Comunidad de Madrid;1;0;0;1;0;2.0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;-1;-2;0;0;0;0;0;0;1;1;2;1;-1;-1;0;1;0;2;1;2;1;1;1;8;1;7;0;1;0;2;1;2;0;1;0;1;1;1;0;0;0;0;0;0;0;0;3;5;5;14;0;160;
43731;2019;0;APM_2019_9147;http://labje.unizar.es/sentencias/APM_2019_9147.pdf;Madrid;Comunidad de Madrid;1;0;0;1;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;-1;-3;0;0;0;0;0;0;1;0;1;0;-1;-1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;4;1;1;150;
43731;2019;0;APM_2019_9148;http://labje.unizar.es/sentencias/APM_2019_9148.pdf;Madrid;Comunidad de Madrid;1;0;0;1;0;3.0;0;0;0;0;0;1;0;3;0;0;0;0;1;0;0;0;0;0;0;1;1;1;1;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;-1;-2;1;0;2;0;-1;-2;1;0;2;0;-1;-2;0;0;0;0;0;0;1;1;1;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;7;3;1;150;
43733;2019;0;APM_2019_9156;http://labje.unizar.es/sentencias/APM_2019_9156.pdf;Madrid;Comunidad de Madrid;1;0;0;0;2;0.0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;0;1;0;2;1;2;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;1;1;1;0;1;0;1;1;1;0;0;0;5;0;7;0;152;
43735;2019;0;APM_2019_9158;http://labje.unizar.es/sentencias/APM_2019_9158.pdf;Madrid;Comunidad de Madrid;1;0;0;0;1;0.0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;3;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;0;147;
43738;2019;0;APM_2019_9161;http://labje.unizar.es/sentencias/APM_2019_9161.pdf;Madrid;Comunidad de Madrid;0;1;1;0;1;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;1;1;3;2;-1;-1;0;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;5;0;151;
43738;2019;0;APM_2019_9162;http://labje.unizar.es/sentencias/APM_2019_9162.pdf;Madrid;Comunidad de Madrid;1;0;0;1;0;2.0;0;0;0;0;0;1;0;2;0;0;0;0;2;0;0;0;0;0;0;1;0;2;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;-1;-2;1;0;7;0;-1;-7;0;0;0;0;0;0;1;1;8;1;-1;-7;1;0;5;0;-1;-5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;22;1;0;151;
43735;2019;0;APM_2019_9163;http://labje.unizar.es/sentencias/APM_2019_9163.pdf;Madrid;Comunidad de Madrid;1;0;0;1;0;2.0;0;0;0;0;0;1;0;2;0;0;0;0;2;0;0;0;0;0;0;1;0;2;0;1;0;1;0;-1;-1;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;7;1;-1;-6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;7;1;1;148;
43735;2019;0;APM_2019_9165;http://labje.unizar.es/sentencias/APM_2019_9165.pdf;Madrid;Comunidad de Madrid;0;1;1;0;1;0.0;0;0;0;0;0;1;0;2;0;1;0;0;0;1;0;0;0;0;0;1;0;2;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;8;1;8;0;1;0;2;1;2;0;0;0;0;0;0;1;1;1;1;0;0;1;0;4;0;-1;-4;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;3;4;6;12;1;159;
43738;2019;0;APM_2019_9166;http://labje.unizar.es/sentencias/APM_2019_9166.pdf;Madrid;Comunidad de Madrid;0;1;1;0;1;0.0;1;0;3;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;2;0;0;0;0;0;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;1;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;1;5;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;5;0;9;1;159;
43738;2019;0;APM_2019_9168;http://labje.unizar.es/sentencias/APM_2019_9168.pdf;Madrid;Comunidad de Madrid;0;1;1;1;0;3.0;0;0;0;0;0;1;0;1;0;0;0;0;6;0;0;0;0;0;0;1;0;1;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;-1;-2;0;0;0;0;0;0;1;0;4;0;-1;-4;0;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;6;2;0;152;
43738;2019;0;APM_2019_9173;http://labje.unizar.es/sentencias/APM_2019_9173.pdf;Madrid;Comunidad de Madrid;1;0;0;0;3;0.0;0;0;0;0;0;1;0;3;0;1;0;0;0;2;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;-1;-3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;1;2;1;1;4;3;-1;-1;0;1;0;2;1;2;0;0;0;0;0;0;0;0;2;3;5;8;0;161;
43738;2019;0;APM_2019_9179;http://labje.unizar.es/sentencias/APM_2019_9179.pdf;Madrid;Comunidad de Madrid;1;0;0;0;2;0.0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;2;1;2;0;1;0;8;1;8;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;5;1;13;0;161;
43504;2019;1;APM_2019_963;http://labje.unizar.es/sentencias/APM_2019_963.pdf;Madrid;Comunidad de Madrid;1;0;0;1;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;7;0;-1;-7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;1;0;1;0;-1;-1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;6;1;-1;-5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;9;2;0;151;
43504;2019;1;APM_2019_965;http://labje.unizar.es/sentencias/APM_2019_965.pdf;Madrid;Comunidad de Madrid;1;0;0;1;0;2.0;0;0;0;0;0;1;0;2;0;0;0;0;1;0;0;0;0;0;0;1;1;1;1;1;0;1;0;-1;-1;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;9;2;-1;-7;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;3;3;12;4;1;153;
43508;2019;1;APM_2019_969;http://labje.unizar.es/sentencias/APM_2019_969.pdf;Madrid;Comunidad de Madrid;1;0;0;1;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;-1;-2;0;0;2;0;3;0;1;153;
43495;2019;1;APM_2019_980;http://labje.unizar.es/sentencias/APM_2019_980.pdf;Madrid;Comunidad de Madrid;0;1;0;0;2;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;3;1;3;0;1;0;6;1;6;0;1;0;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;13;0;155;
43496;2019;1;APM_2019_983;http://labje.unizar.es/sentencias/APM_2019_983.pdf;Madrid;Comunidad de Madrid;1;0;0;1;0;3.0;0;0;0;0;0;1;0;1;0;0;0;0;3;0;0;0;0;0;0;1;0;1;0;1;0;3;0;-1;-3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;1;0;2;0;-1;-2;1;0;1;0;-1;-1;1;0;1;0;-1;-1;1;1;3;4;1;1;1;0;5;0;-1;-5;1;0;1;0;-1;-1;1;0;1;0;-1;-1;0;0;7;1;14;4;1;156;
43509;2019;1;APM_2019_987;http://labje.unizar.es/sentencias/APM_2019_987.pdf;Madrid;Comunidad de Madrid;1;0;0;1;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;1;0;1;0;-1;-1;1;0;1;0;-1;-1;1;0;1;0;-1;-1;1;1;3;4;1;1;1;1;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;8;6;1;154;
43496;2019;1;APM_2019_989;http://labje.unizar.es/sentencias/APM_2019_989.pdf;Madrid;Comunidad de Madrid;1;0;0;1;0;2.0;0;0;0;0;0;1;0;1;1;1;0;1;0;0;4;0;0;0;0;0;1;0;2;0;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;4;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;5;0;155;
43878;2020;0;APM_2020_2467;http://labje.unizar.es/sentencias/APM_2020_2467.pdf;Madrid;Comunidad de Madrid;0;1;1;0;1;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;4;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;1;1;1;7;1;6;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;2;2;2;8;0;151;
43875;2020;0;APM_2020_2505;http://labje.unizar.es/sentencias/APM_2020_2505.pdf;Madrid;Comunidad de Madrid;0;1;1;0;2;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;1;3;0;1;0;3;1;3;0;1;0;6;1;6;1;1;1;5;1;4;0;0;0;0;0;0;0;0;1;4;1;17;0;165;
43944;2020;0;APM_2020_3256;http://labje.unizar.es/sentencias/APM_2020_3256.pdf;Madrid;Comunidad de Madrid;0;1;1;0;2;0.0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;1;0;1;0;-1;-1;0;1;0;2;1;2;1;1;1;9;1;8;1;1;5;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;8;17;0;152;
43955;2020;0;APM_2020_3457;http://labje.unizar.es/sentencias/APM_2020_3457.pdf;Madrid;Comunidad de Madrid;0;1;1;0;3;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;4;0;152;
43965;2020;0;APM_2020_3464;http://labje.unizar.es/sentencias/APM_2020_3464.pdf;Madrid;Comunidad de Madrid;0;1;1;0;2;0.0;0;0;0;0;0;1;0;2;0;1;0;0;0;2;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;1;3;0;1;0;2;1;2;0;0;0;0;0;0;0;1;0;4;1;4;1;1;3;2;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;3;11;0;152;
43903;2020;0;APM_2020_3479;http://labje.unizar.es/sentencias/APM_2020_3479.pdf;Madrid;Comunidad de Madrid;0;1;1;0;2;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;4;1;4;0;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;7;1;159;
43901;2020;0;APM_2020_3579;http://labje.unizar.es/sentencias/APM_2020_3579.pdf;Madrid;Comunidad de Madrid;1;0;0;1;0;2.0;0;0;0;0;0;1;0;2;1;1;0;1;0;0;4;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;1;5;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;4;0;9;1;150;
43894;2020;0;APM_2020_3600;http://labje.unizar.es/sentencias/APM_2020_3600.pdf;Madrid;Comunidad de Madrid;1;0;0;1;0;2.0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;11;0;-1;-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;11;0;1;150;
43896;2020;0;APM_2020_3605;http://labje.unizar.es/sentencias/APM_2020_3605.pdf;Madrid;Comunidad de Madrid;0;1;1;0;2;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;0;0;0;1;0;2;1;2;0;1;0;5;1;5;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;5;2;11;0;147;
43893;2020;0;APM_2020_3606;http://labje.unizar.es/sentencias/APM_2020_3606.pdf;Madrid;Comunidad de Madrid;1;0;0;1;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;1;0;5;0;-1;-5;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;9;0;0;152;
43950;2020;0;APM_2020_3609;http://labje.unizar.es/sentencias/APM_2020_3609.pdf;Madrid;Comunidad de Madrid;1;0;0;1;0;3.0;0;0;0;0;0;1;0;1;0;0;0;0;5;0;0;0;0;0;0;1;0;1;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;152;
